month,year,full_time,part_time,grand_total,carrier
9,1995,314,47,361,FL
10,1995,275,55,330,FL
11,1995,299,57,356,FL
12,1995,315,57,372,FL
1,1996,348,36,384,FL
2,1996,370,58,428,FL
3,1996,399,73,472,FL
4,1996,400,106,506,FL
5,1996,427,58,485,FL
6,1996,428,70,498,FL
7,1996,461,69,530,FL
8,1996,421,82,503,FL
9,1996,444,81,525,FL
10,1996,448,80,528,FL
11,1996,433,71,504,FL
12,1996,454,73,527,FL
1,1997,466,71,537,FL
2,1997,491,95,586,FL
3,1997,466,71,537,FL
4,1997,527,166,693,FL
5,1997,485,145,630,FL
6,1997,471,127,598,FL
7,1997,496,80,576,FL
8,1997,509,69,578,FL
9,1997,510,77,587,FL
10,1997,501,70,571,FL
11,1997,520,81,601,FL
12,1997,545,74,619,FL
1,1998,558,89,647,FL
2,1998,498,36,534,FL
3,1998,488,29,517,FL
4,1998,2990,535,3525,FL
5,1998,3235,555,3790,FL
6,1998,3261,565,3826,FL
7,1998,3173,544,3717,FL
8,1998,3197,556,3753,FL
9,1998,3178,564,3742,FL
10,1998,3194,542,3736,FL
11,1998,3073,529,3602,FL
12,1998,2974,504,3478,FL
1,1999,2998,486,3484,FL
2,1999,2972,507,3479,FL
3,1999,3066,516,3582,FL
4,1999,3216,500,3716,FL
5,1999,3289,503,3792,FL
6,1999,3396,514,3910,FL
7,1999,3383,532,3915,FL
8,1999,3420,533,3953,FL
9,1999,3375,515,3890,FL
10,1999,3409,501,3910,FL
11,1999,3449,483,3932,FL
12,1999,3337,485,3822,FL
1,2000,3343,442,3785,FL
2,2000,3446,457,3903,FL
3,2000,3384,443,3827,FL
4,2000,3255,411,3666,FL
5,2000,3383,376,3759,FL
6,2000,3643,367,4010,FL
7,2000,3814,386,4200,FL
8,2000,3755,416,4171,FL
9,2000,3651,445,4096,FL
10,2000,3629,431,4060,FL
11,2000,3606,428,4034,FL
12,2000,3622,413,4035,FL
1,2001,3698,399,4097,FL
2,2001,3869,367,4236,FL
3,2001,3905,384,4289,FL
4,2001,3918,381,4299,FL
5,2001,4074,429,4503,FL
6,2001,4070,431,4501,FL
7,2001,3978,455,4433,FL
8,2001,3788,466,4254,FL
9,2001,3611,372,3983,FL
10,2001,3578,384,3962,FL
11,2001,3686,399,4085,FL
12,2001,3775,397,4172,FL
1,2002,3897,432,4329,FL
2,2002,4024,440,4464,FL
3,2002,4145,445,4590,FL
4,2002,4251,440,4691,FL
5,2002,4254,511,4765,FL
6,2002,4335,492,4827,FL
7,2002,4353,477,4830,FL
8,2002,4371,456,4827,FL
9,2002,4279,443,4722,FL
10,2002,4424,431,4855,FL
11,2002,4444,420,4864,FL
12,2002,4500,419,4919,FL
1,2003,4542,396,4938,FL
2,2003,4661,401,5062,FL
3,2003,4740,388,5128,FL
4,2003,4830,413,5243,FL
5,2003,4945,415,5360,FL
6,2003,5107,422,5529,FL
7,2003,5116,415,5531,FL
8,2003,5048,408,5456,FL
9,2003,5028,406,5434,FL
10,2003,5125,403,5528,FL
11,2003,5066,412,5478,FL
12,2003,5107,410,5517,FL
1,2004,5221,474,5695,FL
2,2004,5102,446,5548,FL
3,2004,5135,464,5599,FL
4,2004,5168,476,5644,FL
5,2004,5255,502,5757,FL
6,2004,5381,486,5867,FL
7,2004,5473,493,5966,FL
8,2004,5484,453,5937,FL
9,2004,5438,398,5836,FL
10,2004,5393,385,5778,FL
11,2004,5623,397,6020,FL
12,2004,5754,318,6072,FL
1,2005,5704,324,6028,FL
2,2005,5769,328,6097,FL
3,2005,5907,343,6250,FL
4,2005,5910,346,6256,FL
5,2005,5992,378,6370,FL
6,2005,6043,407,6450,FL
7,2005,6053,480,6533,FL
8,2005,6056,498,6554,FL
9,2005,6053,498,6551,FL
10,2005,6140,491,6631,FL
11,2005,6325,467,6792,FL
12,2005,6457,492,6949,FL
1,2006,6411,545,6956,FL
2,2006,6469,572,7041,FL
3,2006,6607,590,7197,FL
4,2006,6593,635,7228,FL
5,2006,6726,607,7333,FL
6,2006,6872,589,7461,FL
7,2006,6920,603,7523,FL
8,2006,6914,602,7516,FL
9,2006,6859,639,7498,FL
10,2006,7083,608,7691,FL
11,2006,7171,680,7851,FL
12,2006,7114,601,7715,FL
1,2007,7047,624,7671,FL
2,2007,7892,706,8598,FL
3,2007,7288,651,7939,FL
4,2007,7376,688,8064,FL
5,2007,7648,676,8324,FL
6,2007,7786,721,8507,FL
7,2007,7892,706,8598,FL
8,2007,7755,743,8498,FL
9,2007,7729,726,8455,FL
10,2007,7725,757,8482,FL
11,2007,7756,796,8552,FL
12,2007,7844,783,8627,FL
1,2008,7690,735,8425,FL
2,2008,7746,729,8475,FL
3,2008,7915,734,8649,FL
4,2008,7848,723,8571,FL
5,2008,7905,719,8624,FL
6,2008,7918,721,8639,FL
7,2008,7822,719,8541,FL
8,2008,7601,701,8302,FL
9,2008,7037,669,7706,FL
10,2008,7008,667,7675,FL
11,2008,6992,677,7669,FL
12,2008,7153,672,7825,FL
1,2009,7306,650,7956,FL
2,2009,7501,681,8182,FL
3,2009,7512,676,8188,FL
4,2009,7551,657,8208,FL
5,2009,7792,643,8435,FL
6,2009,7883,633,8516,FL
7,2009,7814,615,8429,FL
8,2009,7705,630,8335,FL
9,2009,7405,624,8029,FL
10,2009,7437,631,8068,FL
11,2009,7487,637,8124,FL
12,2009,7519,650,8169,FL
1,2010,7407,664,8071,FL
2,2010,7483,700,8183,FL
3,2010,7453,697,8150,FL
4,2010,7423,711,8134,FL
5,2010,7586,738,8324,FL
6,2010,7724,717,8441,FL
7,2010,7664,714,8378,FL
8,2010,7597,699,8296,FL
9,2010,7398,688,8086,FL
10,2010,7423,688,8111,FL
11,2010,7537,673,8210,FL
12,2010,7652,679,8331,FL
1,2011,7506,688,8194,FL
2,2011,7579,669,8248,FL
3,2011,7649,644,8293,FL
4,2011,7749,627,8376,FL
5,2011,7765,616,8381,FL
6,2011,7866,601,8467,FL
7,2011,7907,605,8512,FL
8,2011,7864,612,8476,FL
9,2011,7644,576,8220,FL
10,2011,7669,575,8244,FL
11,2011,7732,562,8294,FL
12,2011,7756,531,8287,FL
1,2012,7232,513,7745,FL
2,2012,7212,492,7704,FL
3,2012,7043,479,7522,FL
7,1998,24,0,24,G4
8,1998,24,0,24,G4
9,1998,25,0,25,G4
10,1998,26,0,26,G4
11,1998,25,0,25,G4
12,1998,24,0,24,G4
1,1999,25,0,25,G4
2,1999,26,0,26,G4
3,1999,29,0,29,G4
4,1999,29,0,29,G4
5,1999,38,7,45,G4
6,1999,47,19,66,G4
7,1999,47,19,66,G4
8,1999,49,19,68,G4
9,1999,50,29,79,G4
10,1999,52,31,83,G4
11,1999,64,25,89,G4
12,1999,65,32,97,G4
1,2000,63,32,95,G4
2,2000,63,36,99,G4
3,2000,72,27,99,G4
4,2000,92,11,103,G4
5,2000,76,30,106,G4
6,2000,81,32,113,G4
7,2000,100,48,148,G4
8,2000,103,49,152,G4
9,2000,100,54,154,G4
10,2000,107,52,159,G4
11,2000,107,52,159,G4
12,2000,42,6,48,G4
1,2001,39,7,46,G4
2,2001,41,8,49,G4
3,2001,39,8,47,G4
4,2001,39,8,47,G4
5,2001,39,8,47,G4
6,2001,43,6,49,G4
7,2001,45,10,55,G4
8,2001,49,9,58,G4
9,2001,47,9,56,G4
10,2001,49,7,56,G4
11,2001,49,7,56,G4
12,2001,47,9,56,G4
1,2002,66,13,79,G4
2,2002,68,12,80,G4
3,2002,73,13,86,G4
4,2002,77,16,93,G4
5,2002,80,16,96,G4
6,2002,75,17,92,G4
7,2002,81,21,102,G4
8,2002,102,21,123,G4
9,2002,89,24,113,G4
10,2002,102,24,126,G4
11,2002,103,19,122,G4
12,2002,96,21,117,G4
1,2003,102,23,125,G4
2,2003,102,24,126,G4
3,2003,97,23,120,G4
4,2003,129,24,153,G4
5,2003,135,25,160,G4
6,2003,160,30,190,G4
7,2003,152,75,227,G4
8,2003,180,79,259,G4
9,2003,180,79,259,G4
10,2003,243,45,288,G4
11,2003,234,38,272,G4
12,2003,254,55,309,G4
1,2004,263,51,314,G4
2,2004,265,59,324,G4
3,2004,295,61,356,G4
4,2004,286,57,343,G4
5,2004,303,55,358,G4
6,2004,302,65,367,G4
7,2004,323,84,407,G4
8,2004,311,79,390,G4
9,2004,324,82,406,G4
10,2004,317,84,401,G4
11,2004,326,88,414,G4
12,2004,339,93,432,G4
1,2005,341,92,433,G4
2,2005,348,92,440,G4
3,2005,384,100,484,G4
4,2005,371,111,482,G4
5,2005,393,117,510,G4
6,2005,399,113,512,G4
7,2005,406,101,507,G4
8,2005,407,102,509,G4
9,2005,436,74,510,G4
10,2005,470,73,543,G4
11,2005,486,136,622,G4
12,2005,517,76,593,G4
1,2006,531,171,702,G4
2,2006,553,195,748,G4
3,2006,574,205,779,G4
4,2006,579,224,803,G4
5,2006,612,227,839,G4
6,2006,616,246,862,G4
7,2006,625,248,873,G4
8,2006,646,278,924,G4
9,2006,646,281,927,G4
10,2006,685,285,970,G4
11,2006,710,281,991,G4
12,2006,701,289,990,G4
1,2007,727,281,1008,G4
2,2007,751,288,1039,G4
3,2007,766,297,1063,G4
4,2007,780,302,1082,G4
5,2007,796,321,1117,G4
6,2007,791,320,1111,G4
7,2007,793,346,1139,G4
8,2007,828,339,1167,G4
9,2007,855,360,1215,G4
10,2007,895,367,1262,G4
11,2007,954,372,1326,G4
12,2007,985,390,1375,G4
1,2008,986,377,1363,G4
2,2008,1028,383,1411,G4
3,2008,1082,395,1477,G4
4,2008,1110,395,1505,G4
5,2008,1107,385,1492,G4
6,2008,1110,378,1488,G4
7,2008,1116,407,1523,G4
8,2008,1108,397,1505,G4
9,2008,1086,392,1478,G4
10,2008,1113,387,1500,G4
11,2008,1122,427,1549,G4
12,2008,1135,425,1560,G4
1,2009,1138,429,1567,G4
2,2009,1177,442,1619,G4
3,2009,1199,439,1638,G4
4,2009,1235,437,1672,G4
5,2009,1239,443,1682,G4
6,2009,1262,446,1708,G4
7,2009,1269,447,1716,G4
8,2009,1272,452,1724,G4
9,2009,1289,460,1749,G4
10,2009,1284,461,1745,G4
11,2009,1315,454,1769,G4
12,2009,1339,452,1791,G4
1,2010,1328,406,1734,G4
2,2010,1362,396,1758,G4
3,2010,1401,392,1793,G4
4,2010,1429,388,1817,G4
5,2010,1442,374,1816,G4
6,2010,1443,380,1823,G4
7,2010,1443,374,1817,G4
8,2010,1436,376,1812,G4
9,2010,1433,370,1803,G4
10,2010,1445,363,1808,G4
11,2010,1430,368,1798,G4
12,2010,1428,361,1789,G4
1,2011,1427,399,1826,G4
2,2011,1449,340,1789,G4
3,2011,1443,331,1774,G4
4,2011,1455,316,1771,G4
5,2011,1418,225,1643,G4
6,2011,1438,256,1694,G4
7,2011,1425,229,1654,G4
8,2011,1432,230,1662,G4
9,2011,1428,234,1662,G4
10,2011,1445,235,1680,G4
11,2011,1450,224,1674,G4
12,2011,1479,222,1701,G4
1,2012,1494,225,1719,G4
2,2012,1535,225,1760,G4
3,2012,1584,222,1806,G4
4,2012,1615,226,1841,G4
5,2012,1625,215,1840,G4
6,2012,1638,211,1849,G4
7,2012,1644,204,1848,G4
8,2012,1644,203,1847,G4
9,2012,1662,213,1875,G4
10,2012,1657,244,1901,G4
11,2012,1655,247,1902,G4
12,2012,1693,245,1938,G4
1,2013,1685,246,1931,G4
2,2013,1733,267,2000,G4
3,2013,1731,296,2027,G4
4,2013,1751,295,2046,G4
5,2013,1750,312,2062,G4
6,2013,1758,311,2069,G4
7,2013,1875,300,2175,G4
8,2013,1787,320,2107,G4
9,2013,1831,333,2164,G4
10,2013,1847,323,2170,G4
11,2013,1880,335,2215,G4
12,2013,1894,341,2235,G4
1,2014,1907,346,2253,G4
2,2014,1960,347,2307,G4
3,2014,1963,333,2296,G4
4,2014,1924,329,2253,G4
5,2014,1990,316,2306,G4
6,2014,2060,347,2407,G4
7,2014,2059,336,2395,G4
8,2014,2084,328,2412,G4
9,2014,2150,122,2272,G4
10,2014,2172,326,2498,G4
11,2014,2235,326,2561,G4
12,2014,2245,319,2564,G4
1,2015,2237,320,2557,G4
2,2015,2304,311,2615,G4
3,2015,2292,302,2594,G4
4,2015,2292,300,2592,G4
5,2015,2371,298,2669,G4
6,2015,2394,318,2712,G4
7,2015,2406,309,2715,G4
8,2015,2466,307,2773,G4
9,2015,2494,312,2806,G4
10,2015,2570,333,2903,G4
11,2015,2570,333,2903,G4
12,2015,2674,337,3011,G4
1,2016,2729,330,3059,G4
2,2016,2828,359,3187,G4
3,2016,2844,360,3204,G4
4,2016,2919,353,3272,G4
5,2016,3024,367,3391,G4
6,2016,3041,364,3405,G4
7,2016,3241,364,3605,G4
8,2016,3063,356,3419,G4
9,2016,3095,376,3471,G4
10,2016,3154,386,3540,G4
11,2016,3041,364,3405,G4
12,2016,3235,354,3589,G4
1,2017,3253,351,3604,G4
2,2017,3311,354,3665,G4
3,2017,3344,374,3718,G4
4,2017,3556,370,3926,G4
5,2017,3424,374,3798,G4
6,2017,3432,383,3815,G4
7,2017,3467,379,3846,G4
8,2017,3485,421,3906,G4
9,2017,3492,415,3907,G4
10,2017,3538,411,3949,G4
11,2017,3560,400,3960,G4
12,2017,3545,406,3951,G4
1,2018,3541,415,3956,G4
2,2018,3576,414,3990,G4
3,2018,3566,420,3986,G4
4,2018,3589,407,3996,G4
5,2018,3622,430,4052,G4
6,2018,3619,441,4060,G4
7,2018,3629,439,4068,G4
8,2018,3643,436,4079,G4
9,2018,3622,426,4048,G4
10,2018,3643,425,4068,G4
11,2018,3646,435,4081,G4
12,2018,3643,516,4159,G4
1,2019,3526,435,3961,G4
2,2019,3636,430,4066,G4
3,2019,3615,442,4057,G4
4,2019,3644,458,4102,G4
5,2019,3676,448,4124,G4
6,2019,3729,462,4191,G4
7,2019,3711,470,4181,G4
8,2019,3748,445,4193,G4
9,2019,3824,455,4279,G4
10,2019,3896,456,4352,G4
11,2019,3926,461,4387,G4
12,2019,3908,457,4365,G4
1,2020,3935,459,4394,G4
2,2020,4001,477,4478,G4
3,2020,4070,417,4487,G4
4,2020,4084,413,4497,G4
5,2020,4069,406,4475,G4
6,2020,4036,400,4436,G4
7,2020,4006,409,4415,G4
8,2020,3987,412,4399,G4
9,2020,3976,414,4390,G4
10,2020,3730,422,4152,G4
11,2020,3756,418,4174,G4
12,2020,3748,409,4157,G4
1,2021,3746,409,4155,G4
2,2021,3756,420,4176,G4
3,2021,3748,424,4172,G4
4,2021,3774,421,4195,G4
5,2021,3833,468,4301,G4
6,2021,3872,477,4349,G4
7,2021,3923,494,4417,G4
8,2021,3976,513,4489,G4
9,2021,3973,539,4512,G4
10,2021,4052,537,4589,G4
11,2021,4105,560,4665,G4
12,2021,4157,550,4707,G4
1,2022,4235,563,4798,G4
2,2022,4332,580,4912,G4
3,2022,4403,578,4981,G4
4,2022,4520,566,5086,G4
5,2022,4656,701,5357,G4
6,2022,4810,740,5550,G4
7,2022,4811,725,5536,G4
8,2022,4838,703,5541,G4
9,2022,4931,708,5639,G4
10,2022,4961,694,5655,G4
11,2022,5004,662,5666,G4
12,2022,4982,648,5630,G4
1,2023,5000,670,5670,G4
2,2023,4994,672,5666,G4
3,2023,4974,672,5646,G4
4,2023,5007,696,5703,G4
5,2023,5088,731,5819,G4
6,2023,5060,751,5811,G4
7,2023,5099,735,5834,G4
8,2023,5116,727,5843,G4
9,2023,5177,802,5979,G4
10,2023,5199,835,6034,G4
11,2023,5230,845,6075,G4
12,2023,5226,834,6060,G4
1,2024,5363,897,6260,G4
2,2024,5438,973,6411,G4
3,2024,5453,996,6449,G4
4,2024,5444,993,6437,G4
5,2024,5499,994,6493,G4
6,2024,5493,1000,6493,G4
7,2024,5449,975,6424,G4
8,2024,5426,938,6364,G4
9,2024,5382,889,6271,G4
10,2024,5455,933,6388,G4
11,2024,5533,964,6497,G4
12,2024,5516,950,6466,G4
1,2025,5511,947,6458,G4
1,1990,2416,477,2893,HA
2,1990,2476,469,2945,HA
3,1990,2557,573,3130,HA
4,1990,2468,460,2928,HA
5,1990,2467,463,2930,HA
6,1990,2473,445,2918,HA
7,1990,2483,474,2957,HA
8,1990,2436,461,2897,HA
9,1990,2365,379,2744,HA
10,1990,2331,362,2693,HA
11,1990,2323,351,2674,HA
12,1990,2294,346,2640,HA
1,1991,2270,353,2623,HA
2,1991,2260,356,2616,HA
3,1991,2260,355,2615,HA
4,1991,2269,396,2665,HA
5,1991,2291,403,2694,HA
6,1991,2308,403,2711,HA
7,1991,2332,390,2722,HA
8,1991,2334,390,2724,HA
9,1991,2328,379,2707,HA
10,1991,2314,372,2686,HA
11,1991,2315,378,2693,HA
12,1991,2322,380,2702,HA
1,1992,2322,386,2708,HA
2,1992,2328,415,2743,HA
3,1992,2328,415,2743,HA
4,1992,2394,429,2823,HA
5,1992,2425,447,2872,HA
6,1992,2465,460,2925,HA
7,1992,2507,475,2982,HA
8,1992,2520,452,2972,HA
9,1992,2525,411,2936,HA
10,1992,2519,407,2926,HA
11,1992,2524,389,2913,HA
12,1992,2502,389,2891,HA
1,1993,2413,369,2782,HA
2,1993,2253,352,2605,HA
3,1993,2239,348,2587,HA
4,1993,2239,346,2585,HA
5,1993,2233,348,2581,HA
6,1993,2261,394,2655,HA
7,1993,2275,336,2611,HA
8,1993,2245,345,2590,HA
9,1993,2028,344,2372,HA
10,1993,1985,349,2334,HA
11,1993,1955,359,2314,HA
12,1993,1943,351,2294,HA
1,1994,1946,342,2288,HA
2,1994,2128,339,2467,HA
3,1994,2119,342,2461,HA
4,1994,2121,353,2474,HA
5,1994,2139,393,2532,HA
6,1994,2162,399,2561,HA
7,1994,2178,383,2561,HA
8,1994,2158,407,2565,HA
9,1994,2131,374,2505,HA
10,1994,2093,377,2470,HA
11,1994,2085,369,2454,HA
12,1994,2097,360,2457,HA
1,1995,2105,355,2460,HA
2,1995,2106,349,2455,HA
3,1995,2089,346,2435,HA
4,1995,2056,345,2401,HA
5,1995,2095,359,2454,HA
6,1995,2093,374,2467,HA
7,1995,2095,368,2463,HA
8,1995,2094,359,2453,HA
9,1995,2073,337,2410,HA
10,1995,2076,337,2413,HA
11,1995,2065,350,2415,HA
12,1995,2053,247,2300,HA
1,1996,2051,347,2398,HA
2,1996,2048,345,2393,HA
3,1996,2049,352,2401,HA
4,1996,2049,365,2414,HA
5,1996,2073,389,2462,HA
6,1996,2072,407,2479,HA
7,1996,2084,388,2472,HA
8,1996,2078,384,2462,HA
9,1996,2076,371,2447,HA
10,1996,2084,369,2453,HA
11,1996,2096,365,2461,HA
12,1996,2163,360,2523,HA
1,1997,2162,354,2516,HA
2,1997,2163,353,2516,HA
3,1997,2169,346,2515,HA
4,1997,2162,352,2514,HA
5,1997,2165,378,2543,HA
6,1997,2171,397,2568,HA
7,1997,2169,410,2579,HA
8,1997,2169,401,2570,HA
9,1997,2168,405,2573,HA
10,1997,2168,391,2559,HA
11,1997,2165,389,2554,HA
12,1997,2172,379,2551,HA
1,1998,2170,389,2559,HA
2,1998,2167,388,2555,HA
3,1998,2170,405,2575,HA
4,1998,2164,400,2564,HA
5,1998,2196,426,2622,HA
6,1998,2204,451,2655,HA
7,1998,2215,491,2706,HA
8,1998,2220,482,2702,HA
9,1998,2238,437,2675,HA
10,1998,2240,456,2696,HA
11,1998,2239,448,2687,HA
12,1998,2245,452,2697,HA
1,1999,2256,444,2700,HA
2,1999,2327,421,2748,HA
3,1999,2412,437,2849,HA
4,1999,2440,467,2907,HA
5,1999,2484,572,3056,HA
6,1999,2534,618,3152,HA
7,1999,2551,616,3167,HA
8,1999,2577,613,3190,HA
9,1999,2603,549,3152,HA
10,1999,2612,543,3155,HA
11,1999,2655,547,3202,HA
12,1999,2569,522,3091,HA
1,2000,2702,530,3232,HA
2,2000,2754,517,3271,HA
3,2000,2780,535,3315,HA
4,2000,2795,543,3338,HA
5,2000,2842,594,3436,HA
6,2000,2879,591,3470,HA
7,2000,2890,605,3495,HA
8,2000,2889,598,3487,HA
9,2000,2887,559,3446,HA
10,2000,2871,547,3418,HA
11,2000,2849,560,3409,HA
12,2000,2874,561,3435,HA
1,2001,2876,561,3437,HA
2,2001,2878,544,3422,HA
3,2001,2874,548,3422,HA
4,2001,2902,561,3463,HA
5,2001,2931,586,3517,HA
6,2001,2943,595,3538,HA
7,2001,2947,592,3539,HA
8,2001,2960,580,3540,HA
9,2001,2659,481,3140,HA
10,2001,2596,497,3093,HA
11,2001,2573,503,3076,HA
12,2001,2572,497,3069,HA
1,2002,2583,492,3075,HA
2,2002,2581,503,3084,HA
3,2002,2573,485,3058,HA
4,2002,2570,496,3066,HA
5,2002,2706,478,3184,HA
6,2002,2785,536,3321,HA
7,2002,2793,581,3374,HA
8,2002,2777,605,3382,HA
9,2002,2775,621,3396,HA
10,2002,2778,589,3367,HA
11,2002,2754,573,3327,HA
12,2002,2719,504,3223,HA
1,2003,2801,510,3311,HA
2,2003,2773,512,3285,HA
3,2003,2684,536,3220,HA
4,2003,2665,548,3213,HA
5,2003,2618,640,3258,HA
6,2003,2642,634,3276,HA
7,2003,2654,639,3293,HA
8,2003,2637,673,3310,HA
9,2003,2590,654,3244,HA
10,2003,2592,660,3252,HA
11,2003,2634,668,3302,HA
12,2003,2625,685,3310,HA
1,2004,2631,646,3277,HA
2,2004,2649,642,3291,HA
3,2004,2619,679,3298,HA
4,2004,2635,668,3303,HA
5,2004,2663,693,3356,HA
6,2004,2712,677,3389,HA
7,2004,2702,699,3401,HA
8,2004,2687,688,3375,HA
9,2004,2673,671,3344,HA
10,2004,2664,676,3340,HA
11,2004,2710,675,3385,HA
12,2004,3685,686,4371,HA
1,2005,2673,671,3344,HA
2,2005,2675,684,3359,HA
3,2005,2670,669,3339,HA
4,2005,2677,674,3351,HA
5,2005,2679,655,3334,HA
6,2005,2698,658,3356,HA
7,2005,2711,659,3370,HA
8,2005,2711,694,3405,HA
9,2005,2700,719,3419,HA
10,2005,2709,760,3469,HA
11,2005,2711,750,3461,HA
12,2005,2689,765,3454,HA
1,2006,2663,753,3416,HA
2,2006,2641,765,3406,HA
3,2006,2663,758,3421,HA
4,2006,2674,767,3441,HA
5,2006,2679,778,3457,HA
6,2006,2671,779,3450,HA
7,2006,2667,760,3427,HA
8,2006,2689,762,3451,HA
9,2006,2714,783,3497,HA
10,2006,2611,759,3370,HA
11,2006,2719,782,3501,HA
12,2006,2742,832,3574,HA
1,2007,2774,811,3585,HA
2,2007,2778,815,3593,HA
3,2007,2773,837,3610,HA
4,2007,2772,826,3598,HA
5,2007,2727,805,3532,HA
6,2007,2675,806,3481,HA
7,2007,2678,802,3480,HA
8,2007,2669,792,3461,HA
9,2007,2663,775,3438,HA
10,2007,2640,791,3431,HA
11,2007,2640,791,3431,HA
12,2007,2650,795,3445,HA
1,2008,2649,761,3410,HA
2,2008,2674,763,3437,HA
3,2008,2695,805,3500,HA
4,2008,2695,763,3458,HA
5,2008,2723,868,3591,HA
6,2008,2774,900,3674,HA
7,2008,2821,894,3715,HA
8,2008,2808,894,3702,HA
9,2008,2816,876,3692,HA
10,2008,2911,883,3794,HA
11,2008,2818,866,3684,HA
12,2008,2817,890,3707,HA
1,2009,2821,883,3704,HA
2,2009,2828,875,3703,HA
3,2009,2836,881,3717,HA
4,2009,2901,888,3789,HA
5,2009,2924,812,3736,HA
6,2009,2946,809,3755,HA
7,2009,2955,825,3780,HA
8,2009,2946,813,3759,HA
9,2009,2960,820,3780,HA
10,2009,2960,830,3790,HA
11,2009,2982,839,3821,HA
12,2009,2988,856,3844,HA
1,2010,2994,863,3857,HA
2,2010,2994,860,3854,HA
3,2010,2997,879,3876,HA
4,2010,2990,880,3870,HA
5,2010,2999,904,3903,HA
6,2010,3032,908,3940,HA
7,2010,3039,913,3952,HA
8,2010,3058,909,3967,HA
9,2010,3055,903,3958,HA
10,2010,3064,921,3985,HA
11,2010,3089,932,4021,HA
12,2010,3094,929,4023,HA
1,2011,3070,930,4000,HA
2,2011,3066,933,3999,HA
3,2011,3084,940,4024,HA
4,2011,3136,920,4056,HA
5,2011,3176,914,4090,HA
6,2011,3240,906,4146,HA
7,2011,3240,906,4146,HA
8,2011,3256,919,4175,HA
9,2011,3273,949,4222,HA
10,2011,3278,949,4227,HA
11,2011,3309,946,4255,HA
12,2011,3350,964,4314,HA
1,2012,3357,964,4321,HA
2,2012,3476,962,4438,HA
3,2012,3496,955,4451,HA
4,2012,3578,942,4520,HA
5,2012,3649,953,4602,HA
6,2012,3653,971,4624,HA
7,2012,3684,962,4646,HA
8,2012,3757,973,4730,HA
9,2012,3783,973,4756,HA
10,2012,3815,1002,4817,HA
11,2012,3832,1039,4871,HA
12,2012,3866,1040,4906,HA
1,2013,3877,1032,4909,HA
2,2013,3940,1025,4965,HA
3,2013,3939,1023,4962,HA
4,2013,4045,1013,5058,HA
5,2013,4117,1002,5119,HA
6,2013,4154,1003,5157,HA
7,2013,4181,1002,5183,HA
8,2013,4204,1011,5215,HA
9,2013,4213,1020,5233,HA
10,2013,4231,1018,5249,HA
11,2013,4234,1020,5254,HA
12,2013,4237,1012,5249,HA
1,2014,4252,1043,5295,HA
2,2014,4258,1053,5311,HA
3,2014,4269,1070,5339,HA
4,2014,4264,1081,5345,HA
5,2014,4265,1098,5363,HA
6,2014,4262,1100,5362,HA
7,2014,4252,1097,5349,HA
8,2014,4259,1087,5346,HA
9,2014,4259,1072,5331,HA
10,2014,4263,1075,5338,HA
11,2014,4304,1080,5384,HA
12,2014,4311,1069,5380,HA
1,2015,4314,1071,5385,HA
2,2015,4318,1063,5381,HA
3,2015,4322,1049,5371,HA
4,2015,4344,1035,5379,HA
5,2015,4395,1044,5439,HA
6,2015,4400,1039,5439,HA
7,2015,4421,1033,5454,HA
8,2015,4436,1029,5465,HA
9,2015,4444,1031,5475,HA
10,2015,4460,1037,5497,HA
11,2015,4477,1041,5518,HA
12,2015,4499,1049,5548,HA
1,2016,4538,1062,5600,HA
2,2016,4598,1071,5669,HA
3,2016,4628,1093,5721,HA
4,2016,4665,1118,5783,HA
5,2016,4736,1155,5891,HA
6,2016,4760,1185,5945,HA
7,2016,4796,1195,5991,HA
8,2016,4840,1219,6059,HA
9,2016,4859,1215,6074,HA
10,2016,4892,1217,6109,HA
11,2016,4948,1243,6191,HA
12,2016,4952,1247,6199,HA
1,2017,4978,1244,6222,HA
2,2017,4985,1233,6218,HA
3,2017,5005,1229,6234,HA
4,2017,5008,1256,6264,HA
5,2017,5040,1298,6338,HA
6,2017,5053,1303,6356,HA
7,2017,5084,1307,6391,HA
8,2017,5147,1315,6462,HA
9,2017,5162,1329,6491,HA
10,2017,5223,1383,6606,HA
11,2017,5261,1399,6660,HA
12,2017,5296,1446,6742,HA
1,2018,5370,1439,6809,HA
2,2018,5464,1432,6896,HA
3,2018,5486,1423,6909,HA
4,2018,5572,1432,7004,HA
5,2018,5680,1438,7118,HA
6,2018,5686,1456,7142,HA
7,2018,5712,1447,7159,HA
8,2018,5692,1453,7145,HA
9,2018,5698,1454,7152,HA
10,2018,5723,1464,7187,HA
11,2018,5733,1488,7221,HA
12,2018,5728,1516,7244,HA
1,2019,5743,1507,7250,HA
2,2019,5772,1500,7272,HA
3,2019,5812,1487,7299,HA
4,2019,5823,1471,7294,HA
5,2019,5843,1469,7312,HA
6,2019,5895,1465,7360,HA
7,2019,5913,1443,7356,HA
8,2019,5906,1443,7349,HA
9,2019,5925,1464,7389,HA
10,2019,5945,1466,7411,HA
11,2019,5992,1461,7453,HA
12,2019,6011,1426,7437,HA
1,2020,6024,1423,7447,HA
2,2020,6067,1435,7502,HA
3,2020,6076,1416,7492,HA
4,2020,6065,1411,7476,HA
5,2020,6057,1387,7444,HA
6,2020,6039,1379,7418,HA
7,2020,6028,1376,7404,HA
